quantile,ccyy,cname,year,threshold,hc,hmc,hmchousa,hnchousi,hcmed,hmcmed,hncmed,hceduc,hmceduc,hnceduc,hncbgifte,hncbgiftg,hncbgifto,hchousa,hchousi
47,fr05,France,2005,25791,23083,19507,.,3576,1005,1005,.,39,39,.,.,.,.,.,3576
48,fr05,France,2005,26156,24040,20536,.,3504,713,713,.,71,71,.,.,.,.,.,3504
49,fr05,France,2005,26546,24985,21230,.,3755,1544,1544,.,81,81,.,.,.,.,.,3755
50,fr05,France,2005,26944,24756,21457,.,3299,1148,1148,.,162,162,.,.,.,.,.,3299
51,fr05,France,2005,27355,23481,19755,.,3726,801,801,.,108,108,.,.,.,.,.,3726
52,fr05,France,2005,27747,28235,24520,.,3715,902,902,.,47,47,.,.,.,.,.,3715
53,fr05,France,2005,28147,23802,20164,.,3638,977,977,.,78,78,.,.,.,.,.,3638
54,fr05,France,2005,28618,25294,21860,.,3434,684,684,.,158,158,.,.,.,.,.,3434
55,fr05,France,2005,29094.5,25243,21964,.,3280,725,725,.,82,82,.,.,.,.,.,3280
56,fr05,France,2005,29536,28697,24921,.,3776,1018,1018,.,69,69,.,.,.,.,.,3776
57,fr05,France,2005,30034,28061,24079,.,3982,1302,1302,.,89,89,.,.,.,.,.,3982
58,fr05,France,2005,30524,30007,26869,.,3138,853,853,.,112,112,.,.,.,.,.,3138
59,fr05,France,2005,30845,27726,24139,.,3587,911,911,.,200,200,.,.,.,.,.,3587
60,fr05,France,2005,31325,28214,23979,.,4235,837,837,.,110,110,.,.,.,.,.,4235
61,fr05,France,2005,31711,28535,24142,.,4393,852,852,.,237,237,.,.,.,.,.,4393
62,fr05,France,2005,32120,28486,24661,.,3825,641,641,.,185,185,.,.,.,.,.,3825
63,fr05,France,2005,32540,31019,27045,.,3974,1084,1084,.,67,67,.,.,.,.,.,3974
64,fr05,France,2005,33009,29043,25151,.,3892,877,877,.,86,86,.,.,.,.,.,3892
65,fr05,France,2005,33510.5,30315,26328,.,3987,1006,1006,.,65,65,.,.,.,.,.,3987
66,fr05,France,2005,33974,30838,27068,.,3770,1705,1705,.,180,180,.,.,.,.,.,3770
67,fr05,France,2005,34417,29227,24807,.,4420,1105,1105,.,121,121,.,.,.,.,.,4420
68,fr05,France,2005,34965,30595,26006,.,4589,1254,1254,.,231,231,.,.,.,.,.,4589
69,fr05,France,2005,35453,30858,26192,.,4666,941,941,.,101,101,.,.,.,.,.,4666
70,fr05,France,2005,35958,31100,26971,.,4128,980,980,.,120,120,.,.,.,.,.,4128
71,fr05,France,2005,36464,32405,27562,.,4843,1190,1190,.,219,219,.,.,.,.,.,4843
72,fr05,France,2005,37061,30840,26719,.,4121,1133,1133,.,56,56,.,.,.,.,.,4121
73,fr05,France,2005,37662,32739,28338,.,4401,947,947,.,298,298,.,.,.,.,.,4401
74,fr05,France,2005,38293,32213,27646,.,4567,1269,1269,.,121,121,.,.,.,.,.,4567
75,fr05,France,2005,38900.5,34674,30287,.,4387,1711,1711,.,178,178,.,.,.,.,.,4387
76,fr05,France,2005,39629,34323,29543,.,4780,1465,1465,.,141,141,.,.,.,.,.,4780
77,fr05,France,2005,40261,36101,31344,.,4757,1434,1434,.,226,226,.,.,.,.,.,4757
78,fr05,France,2005,41027,32419,27750,.,4669,1683,1683,.,118,118,.,.,.,.,.,4669
79,fr05,France,2005,41743,37181,32151,.,5030,1324,1324,.,163,163,.,.,.,.,.,5030
80,fr05,France,2005,42551.5,33646,28163,.,5484,956,956,.,165,165,.,.,.,.,.,5484
81,fr05,France,2005,43361,37100,32689,.,4411,1756,1756,.,323,323,.,.,.,.,.,4411
82,fr05,France,2005,44260,36007,30821,.,5186,1267,1267,.,226,226,.,.,.,.,.,5186
83,fr05,France,2005,45228,33190,27819,.,5370,984,984,.,180,180,.,.,.,.,.,5370
84,fr05,France,2005,46208,41039,35974,.,5065,1057,1057,.,298,298,.,.,.,.,.,5065
85,fr05,France,2005,47375.5,38157,32979,.,5179,1122,1122,.,289,289,.,.,.,.,.,5179
86,fr05,France,2005,48425,39838,34575,.,5263,1748,1748,.,273,273,.,.,.,.,.,5263
87,fr05,France,2005,49515,39933,33999,.,5933,1611,1611,.,395,395,.,.,.,.,.,5933
88,fr05,France,2005,50586,39794,34422,.,5372,1474,1474,.,371,371,.,.,.,.,.,5372
89,fr05,France,2005,52083,38574,32784,.,5789,1496,1496,.,314,314,.,.,.,.,.,5789
90,fr05,France,2005,53818,38831,32932,.,5899,1649,1649,.,460,460,.,.,.,.,.,5899
91,fr05,France,2005,55460,42742,36989,.,5753,1651,1651,.,430,430,.,.,.,.,.,5753
92,fr05,France,2005,57348,46613,40458,.,6155,1462,1462,.,990,990,.,.,.,.,.,6155
93,fr05,France,2005,59765,48397,42344,.,6053,1645,1645,.,608,608,.,.,.,.,.,6053
94,fr05,France,2005,62451,47370,40811,.,6558,1879,1879,.,539,539,.,.,.,.,.,6558
95,fr05,France,2005,65922,47860,41338,.,6522,2265,2265,.,567,567,.,.,.,.,.,6522
96,fr05,France,2005,69929,48497,41665,.,6832,2246,2246,.,1042,1042,.,.,.,.,.,6832
97,fr05,France,2005,75831,50516,43857,.,6658,2178,2178,.,314,314,.,.,.,.,.,6658
98,fr05,France,2005,85286,50983,44132,.,6851,1725,1725,.,401,401,.,.,.,.,.,6851
99,fr05,France,2005,102348,56561,49104,.,7458,1987,1987,.,707,707,.,.,.,.,.,7458
100,fr05,France,2005,.,65419,58114,.,7305,2091,2091,.,1751,1751,.,.,.,.,.,7305
1,fr10,France,2010,150,20543,14607,1380,4757,174,168,6,412,412,0,9,0,205,1039,4706
2,fr10,France,2010,1321,17043,13631,1580,3134,251,242,9,447,447,0,0,1,556,1339,3132
3,fr10,France,2010,2591,18189,13994,1919,3364,199,190,9,73,73,0,8,5,665,1655,3304
4,fr10,France,2010,3852,16935,12545,1389,3950,178,178,0,138,138,0,0,0,429,1195,3768
5,fr10,France,2010,4874,16971,12623,1054,3530,264,260,4,324,324,0,0,1,481,856,3500
6,fr10,France,2010,5828,17628,12722,1197,3841,249,240,9,194,182,12,0,2,618,943,3742
7,fr10,France,2010,6810,16050,12078,1338,3264,228,219,9,60,49,11,3,0,632,929,3196
8,fr10,France,2010,7730,16892,12097,1886,3786,233,232,1,23,23,0,0,0,582,1407,3414
9,fr10,France,2010,8400,16826,11789,1411,4447,254,251,3,11,11,0,0,0,197,1202,4181
10,fr10,France,2010,9042,19052,14440,1439,4026,263,255,7,351,324,27,0,12,471,1252,3930
11,fr10,France,2010,9745,16836,12624,1144,3597,380,372,9,79,79,0,0,28,372,960,3371
12,fr10,France,2010,10430,17199,13267,1778,3515,233,229,4,6,6,0,0,0,261,1327,3279
13,fr10,France,2010,10962,19449,14795,1775,3763,258,258,0,124,124,0,0,0,195,1465,3554
14,fr10,France,2010,11460,18271,13917,1670,3585,344,344,0,11,11,0,0,0,280,1357,3385
15,fr10,France,2010,11894,19249,13834,1465,4317,217,213,3,83,66,16,2,0,550,1276,4167
16,fr10,France,2010,12360,17356,12432,1432,4033,196,183,13,46,41,4,0,0,387,1146,3899
17,fr10,France,2010,12848,19617,14683,2065,3922,202,198,4,34,22,12,0,2,584,1691,3819
18,fr10,France,2010,13240,17521,13412,1884,3624,282,282,0,4,4,0,31,0,346,1542,3581
19,fr10,France,2010,13722,20735,15913,1639,4225,381,378,3,24,24,0,9,1,275,1353,4225
20,fr10,France,2010,14136,21487,15925,1570,4709,360,360,0,175,119,56,3,0,660,1260,4644
21,fr10,France,2010,14594,20032,15614,1729,4080,319,315,3,101,91,10,0,0,436,1419,4032
22,fr10,France,2010,15000,21496,16378,1797,4258,277,265,13,160,160,0,0,0,517,1527,4253
23,fr10,France,2010,15414,18376,13993,1695,4175,302,302,0,100,21,79,0,0,390,1512,4124
24,fr10,France,2010,15814,22928,19016,2297,4107,426,426,0,16,16,0,3,0,445,1887,4055
25,fr10,France,2010,16296,20530,15584,1806,4571,209,206,3,69,67,2,8,0,369,1397,4468
26,fr10,France,2010,16650,21140,16593,1807,4356,238,238,0,183,183,0,0,0,367,1527,4355
27,fr10,France,2010,17078,22334,17419,1913,4127,536,535,0,34,34,0,0,0,419,1650,3979
28,fr10,France,2010,17530,23229,17892,1715,4412,386,386,0,15,15,0,12,0,403,1431,4389
29,fr10,France,2010,17939,24090,18713,1942,4464,361,361,0,101,101,0,4,0,562,1650,4460
30,fr10,France,2010,18286,22704,17245,1732,4564,368,368,0,126,126,0,2,9,386,1454,4458
31,fr10,France,2010,18702,22664,17279,2165,4300,380,362,18,89,12,78,8,54,530,1975,4262
32,fr10,France,2010,19048,25187,19255,1600,5492,360,360,0,22,22,0,0,0,217,1388,5423
33,fr10,France,2010,19451,24699,19890,2196,4393,390,390,0,133,116,17,0,0,251,1941,4393
34,fr10,France,2010,19892,24687,19568,2384,4181,288,288,0,24,24,0,0,0,275,1910,4154
35,fr10,France,2010,20303,25611,20043,2119,4479,291,291,0,38,38,0,0,0,166,1940,4406
36,fr10,France,2010,20678,26394,20295,2383,4589,290,290,0,36,36,0,5,0,542,2043,4564
37,fr10,France,2010,21098,25631,20101,1557,5074,649,649,0,73,72,1,0,0,414,1395,5036
38,fr10,France,2010,21548,25313,20375,2282,4415,307,307,0,31,31,0,0,2,338,1895,4415
39,fr10,France,2010,21937,25660,19228,1289,5557,296,296,0,36,36,0,28,0,711,1089,5389
40,fr10,France,2010,22379,27654,21047,1135,5834,405,405,0,33,33,0,0,2,324,1003,5828
41,fr10,France,2010,22855,27406,21889,2052,4801,447,447,0,313,21,292,0,0,733,1824,4760
42,fr10,France,2010,23318,27611,21722,1721,5447,455,455,0,92,92,0,0,0,438,1400,5424
43,fr10,France,2010,23844,26340,20035,1315,5627,412,412,0,33,31,2,0,0,349,1129,5625
44,fr10,France,2010,24269,28511,21170,1971,6090,401,401,0,97,97,0,0,0,528,1765,6043
45,fr10,France,2010,24733,26879,20543,1636,5564,457,457,0,12,12,0,0,0,407,1436,5564
46,fr10,France,2010,25181,26341,19646,1301,6098,326,318,9,194,188,5,2,2,276,1083,6096
47,fr10,France,2010,25654,27801,20931,1483,6053,324,324,0,93,93,0,13,0,360,1335,5892
48,fr10,France,2010,26086,29401,21658,1785,6175,381,376,5,173,154,19,0,11,723,1580,6110
49,fr10,France,2010,26540,27712,22079,1904,4970,363,356,7,234,234,0,0,0,371,1555,4964
50,fr10,France,2010,27006,27987,21420,1965,5123,400,400,0,94,92,2,1,0,679,1795,5123
51,fr10,France,2010,27492,31621,24207,1492,6263,403,403,0,55,55,0,0,0,282,1361,6263
52,fr10,France,2010,27996,32171,25260,1373,5701,421,412,9,65,65,0,0,0,394,1173,5643
53,fr10,France,2010,28488,29845,23260,1631,6217,578,575,3,127,127,0,2,0,259,1510,6217
54,fr10,France,2010,28973,30985,24218,1708,5211,606,606,0,89,89,0,6,0,407,1516,5175
55,fr10,France,2010,29480,29928,23687,1624,6101,466,465,0,25,25,0,4,0,194,1379,6039
56,fr10,France,2010,29985,32989,26516,1872,5353,424,423,0,143,143,0,0,0,309,1663,5309
57,fr10,France,2010,30570,35184,27711,1805,6095,409,404,4,30,30,0,4,0,582,1631,6087
58,fr10,France,2010,31152,34630,26759,1844,6254,503,503,0,47,47,0,0,0,407,1773,6192
59,fr10,France,2010,31666,34323,26124,1523,6795,489,489,0,48,48,0,0,25,660,1364,6795
60,fr10,France,2010,32260,34136,27686,2332,5834,488,488,0,70,70,0,0,0,274,2192,5834
61,fr10,France,2010,32786,35388,28057,1395,6204,500,500,0,43,43,0,4,0,475,1173,6154
62,fr10,France,2010,33389,34703,27295,1279,7147,486,486,0,190,190,0,0,0,381,1154,7147
63,fr10,France,2010,34021,38972,29416,1190,8257,736,736,0,201,130,71,9,0,842,1134,8257
64,fr10,France,2010,34651,34416,25505,945,7349,516,516,0,87,76,11,0,0,665,815,7349
65,fr10,France,2010,35199,38001,28900,1383,7764,555,534,21,240,240,0,2,0,554,1238,7764
66,fr10,France,2010,35860,38548,29748,1316,7509,602,602,0,85,85,0,0,0,311,1217,7509
67,fr10,France,2010,36516,38869,29938,1137,7665,670,661,9,226,226,0,2,0,367,1012,7665
68,fr10,France,2010,37200,37390,29422,1604,6808,523,523,0,41,41,0,0,0,378,1535,6808
69,fr10,France,2010,38001,36308,28509,1807,6820,620,620,0,115,115,0,3,0,486,1659,6820
70,fr10,France,2010,38668,36591,28560,1031,7081,477,472,5,169,103,67,6,0,328,894,7081
71,fr10,France,2010,39307,38502,29056,1290,8418,528,528,0,100,100,0,0,0,512,1168,8414
72,fr10,France,2010,39969,40530,32194,1793,7248,466,466,0,254,176,78,9,0,467,1531,7179
73,fr10,France,2010,40688,40908,31926,1434,8067,595,595,0,259,259,0,0,0,515,1363,8067
74,fr10,France,2010,41350,38616,29731,1527,7598,544,543,1,352,352,0,0,0,494,1393,7598
75,fr10,France,2010,41995,40876,31096,1163,7863,530,530,0,213,211,2,2,2,583,1054,7863
76,fr10,France,2010,42753,40690,30822,665,8327,601,601,0,174,174,0,0,0,468,617,8327
77,fr10,France,2010,43640,41637,33164,1374,6899,578,578,0,450,70,380,0,0,720,1205,6835
78,fr10,France,2010,44502,44481,34373,919,8669,538,538,0,89,89,0,52,0,543,878,8669
79,fr10,France,2010,45184,45894,34573,1016,9464,743,741,2,74,74,0,4,0,578,959,9464
80,fr10,France,2010,46055,41770,32046,993,7892,580,580,0,130,130,0,1,0,908,903,7892
81,fr10,France,2010,47035,42975,33317,819,8503,575,575,0,54,54,0,0,0,406,751,8503
82,fr10,France,2010,48202,45524,34246,1163,9053,686,686,0,127,127,0,0,0,666,1078,9053
83,fr10,France,2010,49183,46073,34825,889,8739,487,487,0,196,196,0,59,0,885,825,8739
84,fr10,France,2010,50416,47885,37427,1454,9433,594,594,0,202,202,0,8,0,613,1349,9433
85,fr10,France,2010,51603,45834,35722,1414,8745,641,641,0,228,228,0,12,0,847,1386,8745
86,fr10,France,2010,52923,47766,37562,1560,8343,758,758,0,453,442,11,38,3,735,1450,8339
87,fr10,France,2010,54217,48752,37679,722,9473,595,595,0,164,164,0,24,0,446,690,9473
88,fr10,France,2010,55682,52926,41115,583,10857,721,721,0,380,380,0,0,0,397,562,10857
89,fr10,France,2010,57652,52238,39709,1122,10255,515,515,0,260,260,0,1,0,595,1045,10255
90,fr10,France,2010,59209,52215,40775,533,10125,746,746,0,382,382,0,6,0,555,497,10125
91,fr10,France,2010,61200,51454,40121,884,10145,687,687,0,173,173,0,18,0,1042,857,10145
92,fr10,France,2010,63961,56656,43321,992,11044,776,776,0,265,265,0,18,0,1506,933,11044
93,fr10,France,2010,66438,54765,40497,585,11703,721,721,0,531,176,355,53,0,1470,576,11703
94,fr10,France,2010,69394,55000,42692,1468,10812,726,725,1,487,487,0,108,0,1071,1431,10812
95,fr10,France,2010,73985,60192,45773,707,11697,880,863,17,1291,827,464,47,0,1845,661,11697
96,fr10,France,2010,79173,62564,47927,869,12749,656,656,0,512,512,0,12,0,796,804,12749
97,fr10,France,2010,85362,65345,49600,1498,12492,953,953,0,470,470,0,57,0,1176,1467,12492
98,fr10,France,2010,96091,75528,57784,772,14278,1062,1062,0,415,415,0,2,0,1790,735,14278
99,fr10,France,2010,114128,67855,52741,1222,13039,1151,1151,0,943,943,0,0,0,1523,1205,13039
100,fr10,France,2010,.,85471,66316,2717,16476,869,869,0,958,956,2,6,0,1673,2675,16476
1,il05,Israel,2005,11352,85043,66425,.,18618,4338,4338,.,4405,4405,.,168,.,.,.,18618
2,il05,Israel,2005,17268,43518,32671,.,10847,1268,1268,.,823,823,.,0,.,.,.,10847
3,il05,Israel,2005,19632,50480,35736,.,14745,2484,2484,.,967,967,.,55,.,.,.,14745
4,il05,Israel,2005,20880,48376,32857,.,15519,2414,2414,.,1109,1109,.,0,.,.,.,15519
5,il05,Israel,2005,22560,43533,29061,.,14471,1893,1893,.,528,528,.,97,.,.,.,14471
6,il05,Israel,2005,24468,43681,31567,.,12113,1563,1563,.,1298,1298,.,110,.,.,.,12113
7,il05,Israel,2005,27108,63692,43538,.,20155,2602,2602,.,1515,1515,.,56,.,.,.,20155
8,il05,Israel,2005,28788,58559,45122,.,13437,2871,2871,.,2397,2397,.,75,.,.,.,13437
9,il05,Israel,2005,30456,44711,33589,.,11123,2569,2569,.,164,164,.,40,.,.,.,11123
10,il05,Israel,2005,32028,54821,41254,.,13567,2795,2795,.,1062,1062,.,109,.,.,.,13567
11,il05,Israel,2005,33504,54336,41172,.,13164,4479,4479,.,1023,1023,.,0,.,.,.,13164
12,il05,Israel,2005,34956,58951,44566,.,14385,3234,3234,.,607,607,.,49,.,.,.,14385
13,il05,Israel,2005,37152,55235,42190,.,13045,3176,3176,.,818,818,.,6,.,.,.,13045
14,il05,Israel,2005,38892,57258,43721,.,13537,2237,2237,.,1803,1803,.,0,.,.,.,13537
15,il05,Israel,2005,40956,66045,48475,.,17569,2194,2194,.,1542,1542,.,232,.,.,.,17569
16,il05,Israel,2005,42612,70272,53674,.,16598,3244,3244,.,1433,1433,.,142,.,.,.,16598
17,il05,Israel,2005,44016,64722,51169,.,13553,3447,3447,.,1258,1258,.,3,.,.,.,13553
18,il05,Israel,2005,45432,67234,50205,.,17029,3820,3820,.,1242,1242,.,0,.,.,.,17029
19,il05,Israel,2005,47484,59790,46378,.,13412,1402,1402,.,1818,1818,.,10,.,.,.,13412
20,il05,Israel,2005,48900,77236,57822,.,19415,2401,2401,.,2053,2053,.,3,.,.,.,19415
21,il05,Israel,2005,50520,72354,54691,.,17663,2634,2634,.,2078,2078,.,25,.,.,.,17663
22,il05,Israel,2005,52128,77351,61319,.,16032,3615,3615,.,2786,2786,.,33,.,.,.,16032
23,il05,Israel,2005,53868,72494,54554,.,17939,3358,3358,.,1594,1594,.,115,.,.,.,17939
24,il05,Israel,2005,55332,80820,61081,.,19739,3021,3021,.,1486,1486,.,545,.,.,.,19739
25,il05,Israel,2005,57144,80542,62283,.,18259,2367,2367,.,1869,1869,.,67,.,.,.,18259
26,il05,Israel,2005,58272,74156,59467,.,14689,2615,2615,.,2213,2213,.,171,.,.,.,14689
27,il05,Israel,2005,59688,87709,69598,.,18111,2468,2468,.,1703,1703,.,223,.,.,.,18111
28,il05,Israel,2005,61308,75824,59944,.,15880,3471,3471,.,1517,1517,.,190,.,.,.,15880
29,il05,Israel,2005,63228,84553,64182,.,20371,2712,2712,.,2603,2603,.,355,.,.,.,20371
30,il05,Israel,2005,64812,88862,71758,.,17105,5260,5260,.,2452,2452,.,298,.,.,.,17105
31,il05,Israel,2005,66096,91190,71417,.,19773,3220,3220,.,2929,2929,.,131,.,.,.,19773
32,il05,Israel,2005,67584,89448,69636,.,19812,4547,4547,.,5013,5013,.,49,.,.,.,19812
33,il05,Israel,2005,69276,90697,74134,.,16563,3326,3326,.,1713,1713,.,363,.,.,.,16563
34,il05,Israel,2005,70716,89273,69589,.,19684,3182,3182,.,3054,3054,.,169,.,.,.,19684
35,il05,Israel,2005,72372,99481,78728,.,20753,5251,5251,.,3370,3370,.,17,.,.,.,20753
36,il05,Israel,2005,74208,87449,69790,.,17658,3511,3511,.,3845,3845,.,573,.,.,.,17658
37,il05,Israel,2005,75840,114849,93784,.,21065,4760,4760,.,4077,4077,.,4,.,.,.,21065
38,il05,Israel,2005,77436,109385,89865,.,19520,3546,3546,.,4128,4128,.,106,.,.,.,19520
39,il05,Israel,2005,79500,85422,67314,.,18108,3477,3477,.,1998,1998,.,89,.,.,.,18108
40,il05,Israel,2005,81264,102404,82399,.,20005,2619,2619,.,2933,2933,.,0,.,.,.,20005
41,il05,Israel,2005,83064,96445,78327,.,18119,2789,2789,.,3849,3849,.,144,.,.,.,18119
42,il05,Israel,2005,84792,99012,79051,.,19961,5839,5839,.,3351,3351,.,158,.,.,.,19961
43,il05,Israel,2005,86652,94797,70176,.,24621,2636,2636,.,2166,2166,.,343,.,.,.,24621
44,il05,Israel,2005,88884,99988,80935,.,19053,3671,3671,.,3589,3589,.,387,.,.,.,19053
45,il05,Israel,2005,90660,106125,85281,.,20843,3689,3689,.,3039,3039,.,92,.,.,.,20843
46,il05,Israel,2005,92508,109470,88568,.,20902,4208,4208,.,2966,2966,.,636,.,.,.,20902
47,il05,Israel,2005,93924,114356,93900,.,20455,3676,3676,.,3264,3264,.,0,.,.,.,20455
48,il05,Israel,2005,95352,118993,95734,.,23259,4914,4914,.,5028,5028,.,176,.,.,.,23259
49,il05,Israel,2005,96960,126582,103504,.,23078,4656,4656,.,3575,3575,.,182,.,.,.,23078
50,il05,Israel,2005,98850,134358,115057,.,19301,4065,4065,.,4077,4077,.,182,.,.,.,19301
51,il05,Israel,2005,100812,113740,94868,.,18872,3122,3122,.,3129,3129,.,828,.,.,.,18872
52,il05,Israel,2005,102492,108775,87113,.,21662,3850,3850,.,3849,3849,.,733,.,.,.,21662
53,il05,Israel,2005,105252,120642,98578,.,22064,5885,5885,.,5115,5115,.,342,.,.,.,22064
54,il05,Israel,2005,107532,122767,100576,.,22191,3947,3947,.,4482,4482,.,151,.,.,.,22191
55,il05,Israel,2005,109800,125651,105844,.,19807,4352,4352,.,4788,4788,.,243,.,.,.,19807
56,il05,Israel,2005,111780,118343,94662,.,23682,3884,3884,.,4561,4561,.,129,.,.,.,23682
57,il05,Israel,2005,113580,152161,129565,.,22596,4374,4374,.,5958,5958,.,184,.,.,.,22596
58,il05,Israel,2005,115236,129551,106737,.,22814,3488,3488,.,6966,6966,.,584,.,.,.,22814
59,il05,Israel,2005,117276,136161,114408,.,21753,4850,4850,.,7757,7757,.,111,.,.,.,21753
60,il05,Israel,2005,119652,144662,125092,.,19570,4919,4919,.,7595,7595,.,254,.,.,.,19570
61,il05,Israel,2005,121440,128173,104097,.,24076,5718,5718,.,4673,4673,.,135,.,.,.,24076
62,il05,Israel,2005,123816,133783,107159,.,26624,7290,7290,.,4413,4413,.,387,.,.,.,26624
63,il05,Israel,2005,126108,128584,102677,.,25908,4229,4229,.,3942,3942,.,183,.,.,.,25908
64,il05,Israel,2005,128196,134604,113455,.,21149,6279,6279,.,4033,4033,.,95,.,.,.,21149
65,il05,Israel,2005,130740,134165,109525,.,24639,4641,4641,.,6579,6579,.,345,.,.,.,24639
66,il05,Israel,2005,133080,142641,117660,.,24981,4528,4528,.,5056,5056,.,780,.,.,.,24981
67,il05,Israel,2005,134916,135632,111188,.,24444,4216,4216,.,3590,3590,.,389,.,.,.,24444
68,il05,Israel,2005,137028,139028,113967,.,25061,5566,5566,.,4669,4669,.,267,.,.,.,25061
69,il05,Israel,2005,139656,154441,131138,.,23303,6675,6675,.,10417,10417,.,420,.,.,.,23303
70,il05,Israel,2005,142560,149255,127736,.,21519,9897,9897,.,6367,6367,.,392,.,.,.,21519
71,il05,Israel,2005,145704,150645,126290,.,24355,4855,4855,.,7049,7049,.,501,.,.,.,24355
72,il05,Israel,2005,148908,152336,125737,.,26599,5225,5225,.,7688,7688,.,326,.,.,.,26599
73,il05,Israel,2005,151308,141967,113848,.,28119,3710,3710,.,4946,4946,.,289,.,.,.,28119
74,il05,Israel,2005,154404,139559,117224,.,22335,5398,5398,.,6857,6857,.,603,.,.,.,22335
75,il05,Israel,2005,157224,162862,137802,.,25060,5976,5976,.,8403,8403,.,208,.,.,.,25060
76,il05,Israel,2005,160380,160977,135248,.,25729,7149,7149,.,7548,7548,.,1075,.,.,.,25729
77,il05,Israel,2005,163344,167331,139609,.,27722,5506,5506,.,7872,7872,.,548,.,.,.,27722
78,il05,Israel,2005,166860,164461,137095,.,27367,3376,3376,.,6250,6250,.,565,.,.,.,27367
79,il05,Israel,2005,171036,159408,133856,.,25552,4152,4152,.,6973,6973,.,431,.,.,.,25552
80,il05,Israel,2005,175236,167281,137229,.,30051,8310,8310,.,8286,8286,.,175,.,.,.,30051
81,il05,Israel,2005,179196,179816,151038,.,28778,7098,7098,.,5762,5762,.,2192,.,.,.,28778
82,il05,Israel,2005,183864,192309,167279,.,25030,3819,3819,.,7098,7098,.,703,.,.,.,25030
83,il05,Israel,2005,189132,176786,150198,.,26588,10478,10478,.,8125,8125,.,768,.,.,.,26588
84,il05,Israel,2005,193896,171609,142835,.,28774,7492,7492,.,7043,7043,.,325,.,.,.,28774
85,il05,Israel,2005,198240,178380,149238,.,29142,7655,7655,.,7742,7742,.,634,.,.,.,29142
